Row_ID,Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
3222,2015-09-24,2015-09-24,Same Day,Consumer,Columbus,Ohio,East,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,6.73,6,0.7,-4.49
3223,2015-09-24,2015-09-24,Same Day,Consumer,Columbus,Ohio,East,Office Supplies,Storage,Tennsco Lockers Sand,33.57,2,0.2,1.68
3224,2015-09-24,2015-09-24,Same Day,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,6 3/4 Gummed Flap White Envelopes,15.84,2,0.2,5.54
3225,2015-09-24,2015-09-24,Same Day,Consumer,Columbus,Ohio,East,Office Supplies,Labels,Avery 4027 File Folder Labels for Dot Matrix Printers 5000 Labels per Box White,24.42,1,0.2,7.94
3226,2015-09-24,2015-09-24,Same Day,Consumer,Columbus,Ohio,East,Office Supplies,Art,Newell 347,17.12,5,0.2,1.93
3227,2015-09-24,2015-09-29,Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,Blue String-Tie & Button Interoffice Envelopes 10 x 13,39.98,1,0,17.99
3228,2015-09-25,2015-09-30,Standard Class,Consumer,Orem,Utah,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0,240.26
3229,2015-09-25,2015-09-28,Second Class,Home Office,Bayonne,New Jersey,East,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4,0,19.83
3230,2015-09-25,2015-09-28,Second Class,Home Office,Bayonne,New Jersey,East,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,3,0,7.09
3231,2015-09-25,2015-09-28,Second Class,Home Office,Bayonne,New Jersey,East,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2,0,52.49
3232,2015-09-25,2015-10-01,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,10- 4 1/8 x 9 1/2 Recycled Envelopes,17.48,2,0,8.22
3233,2015-09-25,2015-09-29,Standard Class,Consumer,Concord,New Hampshire,East,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2,0,32.25
3234,2015-09-25,2015-09-27,First Class,Corporate,New York City,New York,East,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,9,0,395.96
3235,2015-09-25,2015-09-29,Standard Class,Consumer,Meriden,Connecticut,East,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks Light Blue 9 1/2 X 11,10.76,2,0,5.16
3236,2015-09-25,2015-09-29,Standard Class,Consumer,Meriden,Connecticut,East,Office Supplies,Paper,Xerox Color Copier Paper 11 x 17 Ream,45.68,2,0,21.01
3237,2015-09-25,2015-09-29,Standard Class,Consumer,Meriden,Connecticut,East,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.7,1,0,2.21
3238,2015-09-25,2015-09-29,Standard Class,Consumer,Rockford,Illinois,Central,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,128.74,7,0.2,12.87
3239,2015-09-25,2015-09-30,Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,Global Super Steno Chair,307.14,4,0.2,-11.52
3240,2015-09-25,2015-09-30,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters 1 1/8 x 3 1/2 White,12.6,2,0,5.8
3241,2015-09-25,2015-09-30,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0,57.59
3242,2015-09-25,2015-10-02,Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,Wilson Jones 1 Hanging DublLock Ring Binders,6.34,4,0.7,-4.65
3243,2015-09-25,2015-10-02,Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Paper,Advantus Motivational Note Cards,10.48,1,0.2,3.8
3244,2015-09-25,2015-10-02,Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,2.47,1,0.7,-1.81
3245,2015-09-25,2015-10-02,Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,3.26,2,0.7,-2.28
3246,2015-09-25,2015-09-25,Same Day,Consumer,Freeport,New York,East,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,102.58,1,0.1,6.84
3247,2015-09-25,2015-09-25,Same Day,Consumer,Freeport,New York,East,Office Supplies,Paper,Xerox 1923,20.04,3,0,9.62
3248,2015-09-25,2015-09-25,Same Day,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue,2.95,2,0.7,-2.06
3249,2015-09-26,2015-09-28,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Round Ring Binders,2.08,5,0.8,-3.43
3250,2015-09-26,2015-09-28,Second Class,Consumer,Houston,Texas,Central,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11
3251,2015-09-26,2015-10-02,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,Easy-staple paper,141.76,5,0.2,47.84
3252,2015-09-26,2015-10-02,Standard Class,Consumer,Portland,Oregon,West,Technology,Accessories,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96
3253,2015-09-26,2015-10-02,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,Xerox 216,31.1,6,0.2,10.89
3254,2015-09-26,2015-09-30,Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Paper,Petty Cash Envelope,86.27,4,0.2,31.27
3255,2015-09-26,2015-09-30,Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.59,2,0.7,-48.39
3256,2015-09-26,2015-09-30,Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20 x 33 Room,60.67,2,0.2,14.41
3257,2015-09-26,2015-09-30,Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Binders,Lock-Up Easel Spel-Binder,77.03,9,0.7,-59.06
3258,2015-09-26,2015-09-30,Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.9,6,0.2,-1.5
3259,2015-09-26,2015-09-30,Standard Class,Corporate,Mesa,Arizona,West,Technology,Phones,Samsung Rugby III,263.96,5,0.2,23.1
3260,2015-09-26,2015-09-30,Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.65,4,0.2,-86.37
3261,2015-09-26,2015-09-29,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.1,6,0.7,-100.92
3262,2015-09-26,2015-09-29,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.89,1,0.4,-9.18
3263,2015-09-26,2015-10-01,Standard Class,Home Office,San Diego,California,West,Office Supplies,Storage,Sortfiler Multipurpose Personal File Organizer Black,64.17,3,0,18.61
3264,2015-09-26,2015-10-01,Standard Class,Home Office,San Diego,California,West,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46,2,0,58.5
3265,2015-09-26,2015-09-30,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,Dell Slim USB Multimedia Keyboard,50,2,0,12
3266,2015-09-26,2015-10-03,Standard Class,Consumer,Oceanside,New York,East,Office Supplies,Fasteners,Vinyl Coated Wire Paper Clips in Organizer Box 800/Box,34.44,3,0,16.19
3267,2015-09-26,2015-10-03,Standard Class,Consumer,Oceanside,New York,East,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,7,0,296.07
3268,2015-09-26,2015-10-03,Standard Class,Consumer,Oceanside,New York,East,Office Supplies,Binders,GBC Imprintable Covers,79.06,9,0.2,28.66
3269,2015-09-27,2015-09-29,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Vinyl Sectional Post Binders,15.08,2,0.8,-22.62
3270,2015-09-27,2015-09-29,First Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,DAX Metal Frame Desktop Stepped-Edge,24.29,3,0.6,-12.75
3271,2015-09-27,2015-09-29,Second Class,Home Office,San Francisco,California,West,Office Supplies,Storage,Personal Filing Tote with Lid Black/Gray,15.51,1,0,4.34
3272,2015-09-27,2015-09-29,Second Class,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 1916,146.82,3,0,73.41
3273,2015-09-27,2015-09-29,Second Class,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 226,12.96,2,0,6.22
3274,2015-09-27,2015-09-30,Second Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,Newell 321,16.4,5,0,4.76
3275,2015-09-27,2015-09-30,Second Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,Xerox 1996,25.92,4,0,12.44
3276,2015-09-27,2015-10-02,Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Paper,Xerox 1988,154.9,5,0,69.71
3277,2015-09-27,2015-10-02,Standard Class,Consumer,Arlington,Virginia,South,Technology,Phones,Cisco SPA301,1871.88,12,0,561.56
3278,2015-09-27,2015-09-29,Second Class,Corporate,Seattle,Washington,West,Office Supplies,Art,Newell 334,99.2,5,0,25.79
3279,2015-09-28,2015-10-01,First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0,14.28
3280,2015-09-28,2015-10-01,First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56,2,0,15.25
3281,2015-09-28,2015-10-04,Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Envelopes,10 White Business Envelopes4 1/8 x 9 1/2,12.54,1,0.2,4.23
3282,2015-09-28,2015-10-04,Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.79
3283,2015-09-28,2015-10-04,Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Fasteners,Staples,4.51,3,0.2,0.85
3284,2015-09-28,2015-10-03,Second Class,Consumer,New York City,New York,East,Office Supplies,Appliances,Fellowes Premier Superior Surge Suppressor 10-Outlet With Phone and Remote,293.52,6,0,76.32
3285,2015-09-28,2015-10-03,Second Class,Consumer,New York City,New York,East,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.31
3286,2015-09-28,2015-10-05,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,Acco Smartsocket Table Surge Protector 6 Color-Coded Adapter Outlets,186.15,3,0,55.85
3287,2015-09-28,2015-10-05,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,GBC Recycled VeloBinder Covers,81.79,6,0.2,26.58
3288,2015-09-28,2015-10-05,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0,13.69
3289,2015-09-28,2015-10-05,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.78,2,0.2,-8.28
3290,2015-10-01,2015-10-06,Standard Class,Corporate,Aurora,Colorado,West,Office Supplies,Storage,Trav-L-File Heavy-Duty Shuttle II Black,139.42,4,0.2,17.43
3291,2015-10-01,2015-10-04,Second Class,Home Office,Cambridge,Massachusetts,East,Technology,Phones,Cisco SPA301,311.98,2,0,93.59
3292,2015-10-01,2015-10-04,Second Class,Home Office,Cambridge,Massachusetts,East,Office Supplies,Binders,Avery Non-Stick Binders,22.45,5,0,10.33
3293,2015-10-01,2015-10-05,Standard Class,Consumer,Quincy,Illinois,Central,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.99,4,0.8,-4.49
3294,2015-10-01,2015-10-05,Standard Class,Consumer,Quincy,Illinois,Central,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,108.77,4,0.2,2.72
3295,2015-10-01,2015-10-04,First Class,Consumer,Portland,Oregon,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,572.8,2,0.2,50.12
3296,2015-10-02,2015-10-08,Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,GBC Personal VeloBind Strips,57.5,6,0.2,20.13
3297,2015-10-02,2015-10-08,Standard Class,Corporate,Lakewood,New Jersey,East,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85,5,0,45.53
3298,2015-10-02,2015-10-08,Standard Class,Corporate,Lakewood,New Jersey,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.12,4,0,23
3299,2015-10-02,2015-10-08,Standard Class,Corporate,Lakewood,New Jersey,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,1,0,32.4
3300,2015-10-02,2015-10-07,Second Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black,270.34,14,0,75.7
3301,2015-10-02,2015-10-06,Standard Class,Home Office,Wilson,North Carolina,South,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,7.38,5,0.7,-5.41
3302,2015-10-02,2015-10-03,First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.81,3,0.2,4.13
3303,2015-10-02,2015-10-03,First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.57,4,0.2,19.42
3304,2015-10-02,2015-10-03,First Class,Consumer,Los Angeles,California,West,Technology,Phones,HTC One Mini,503.96,5,0.2,50.4
3305,2015-10-02,2015-10-06,Standard Class,Corporate,Middletown,Connecticut,East,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks Dark Blue 14 7/8 X 11,26.9,5,0,13.18
3306,2015-10-02,2015-10-05,Second Class,Consumer,Rockville,Maryland,East,Office Supplies,Paper,Xerox 202,19.44,3,0,9.33
3307,2015-10-02,2015-10-05,Second Class,Consumer,Rockville,Maryland,East,Office Supplies,Binders,GBC Plastic Binding Combs,7.38,1,0,3.62
3308,2015-10-02,2015-10-07,Standard Class,Consumer,Thornton,Colorado,West,Office Supplies,Supplies,Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles 3-1/8 Cut,10.94,2,0.2,0.96
3309,2015-10-02,2015-10-04,First Class,Consumer,Hillsboro,Oregon,West,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,11.03,1,0.2,3.03
3310,2015-10-02,2015-10-04,First Class,Consumer,Hillsboro,Oregon,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,0.2,-4.64
3311,2015-10-03,2015-10-06,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,5,0.7,-22.45
3312,2015-10-03,2015-10-06,Second Class,Consumer,Columbus,Ohio,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24,2,0.2,-2.7
3313,2015-10-03,2015-10-06,Second Class,Consumer,Columbus,Ohio,East,Furniture,Bookcases,Safco Value Mate Series Steel Bookcases Baked Enamel Finish on Steel Gray,35.49,1,0.5,-15.62
3314,2015-10-03,2015-10-06,Second Class,Consumer,Columbus,Ohio,East,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.98,2,0.2,0.6
3315,2015-10-03,2015-10-09,Standard Class,Corporate,Reading,Pennsylvania,East,Office Supplies,Storage,Staple magnet,15.01,2,0.2,1.5
3316,2015-10-03,2015-10-08,Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,Safco Value Mate Series Steel Bookcases Baked Enamel Finish on Steel Gray,120.67,2,0.15,18.45
3317,2015-10-04,2015-10-09,Second Class,Corporate,Warner Robins,Georgia,South,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.22
3318,2015-10-04,2015-10-07,First Class,Consumer,San Francisco,California,West,Office Supplies,Storage,Tenex Personal Project File with Scoop Front Design Black,26.96,2,0,7.01
3319,2015-10-04,2015-10-09,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,DataProducts Ampli Magnifier Task Lamp Black,64.94,3,0.2,6.49
3320,2015-10-04,2015-10-09,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1946,20.74,4,0.2,7.26
3321,2015-10-05,2015-10-09,Standard Class,Home Office,Springfield,Virginia,South,Office Supplies,Art,Newell 324,46.2,4,0,12.94
3322,2015-10-05,2015-10-09,Standard Class,Home Office,Springfield,Virginia,South,Office Supplies,Appliances,Holmes Odor Grabber,28.84,2,0,9.52
3323,2015-10-05,2015-10-08,Second Class,Corporate,Wilmington,Delaware,East,Office Supplies,Storage,Personal Filing Tote with Lid Black/Gray,77.55,5,0,21.71
3324,2015-10-05,2015-10-07,First Class,Consumer,Cincinnati,Ohio,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,0.2,-4.64
3325,2015-10-05,2015-10-09,Standard Class,Consumer,Portland,Oregon,West,Furniture,Bookcases,Bush Cubix Collection Bookcases Fully Assembled,66.29,1,0.7,-103.86
3326,2015-10-05,2015-10-09,Standard Class,Consumer,Portland,Oregon,West,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,291.17,4,0.2,-14.56
3327,2015-10-05,2015-10-09,Standard Class,Consumer,Columbus,Ohio,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,288,4,0.2,57.6
3328,2015-10-08,2015-10-12,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,Deflect-o SuperTray Unbreakable Stackable Tray Letter Black,145.9,5,0,62.74
3329,2015-10-08,2015-10-13,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,Binney & Smith inkTank Desk Highlighter Chisel Tip Yellow 12/Box,3.44,2,0.2,0.56
3330,2015-10-08,2015-10-13,Standard Class,Corporate,Dallas,Texas,Central,Furniture,Furnishings,Tenex Traditional Chairmats for Medium Pile Carpet Standard Lip 36 x 48,72.78,3,0.6,-70.96
3331,2015-10-09,2015-10-13,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Storage,Decoflex Hanging Personal Folder File Blue,30.84,2,0,8.33
3332,2015-10-09,2015-10-13,Second Class,Consumer,New York City,New York,East,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,0,303.34
3333,2015-10-09,2015-10-13,Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1895,23.92,4,0,10.76
3334,2015-10-09,2015-10-12,Second Class,Corporate,Ann Arbor,Michigan,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.59
3335,2015-10-09,2015-10-12,Second Class,Corporate,Ann Arbor,Michigan,Central,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0,8.46
3336,2015-10-09,2015-10-12,Second Class,Corporate,Ann Arbor,Michigan,Central,Office Supplies,Envelopes,Staple envelope,57.96,7,0,27.24
3337,2015-10-09,2015-10-12,Second Class,Corporate,Ann Arbor,Michigan,Central,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.4,3,0.1,5.23
3338,2015-10-09,2015-10-13,Standard Class,Consumer,Miami,Florida,South,Office Supplies,Binders,Zipper Ring Binder Pockets,1.87,2,0.7,-1.31
3339,2015-10-09,2015-10-13,Standard Class,Consumer,Miami,Florida,South,Office Supplies,Binders,Clear Mylar Reinforcing Strips,11.21,2,0.7,-8.6
3340,2015-10-09,2015-10-13,Standard Class,Consumer,Miami,Florida,South,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,37.38,8,0.2,7.48
3341,2015-10-09,2015-10-13,Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Chairs,High-Back Leather Managers Chair,389.97,3,0,35.1
3342,2015-10-09,2015-10-13,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,269.91,5,0.1,53.98
3343,2015-10-10,2015-10-11,First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1894,45.36,7,0,21.77
3344,2015-10-10,2015-10-15,Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.63,6,0.2,-337.81
3345,2015-10-10,2015-10-17,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.02,3,0.2,1
3346,2015-10-10,2015-10-12,First Class,Corporate,Santa Barbara,California,West,Furniture,Chairs,Global Leather & Oak Executive Chair Burgundy,362.14,3,0.2,-54.32
3347,2015-10-10,2015-10-12,First Class,Corporate,Santa Barbara,California,West,Office Supplies,Labels,Avery 503,31.05,3,0,14.9
3348,2015-10-11,2015-10-18,Standard Class,Consumer,Fort Lauderdale,Florida,South,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,957.58,5,0.45,-383.03
3349,2015-10-11,2015-10-18,Standard Class,Consumer,Fort Lauderdale,Florida,South,Office Supplies,Storage,Eldon Fold N Roll Cart System,22.37,2,0.2,2.52
3350,2015-10-11,2015-10-13,Second Class,Consumer,Rochester,New York,East,Technology,Accessories,Memorex 25GB 6X Branded Blu-Ray Recordable Disc 30/Pack,31.95,1,0,2.24
3351,2015-10-12,2015-10-14,First Class,Home Office,New York City,New York,East,Furniture,Bookcases,Atlantic Metals Mobile 4-Shelf Bookcases Custom Colors,899.14,4,0.2,112.39
3352,2015-10-12,2015-10-14,First Class,Home Office,New York City,New York,East,Technology,Phones,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0,20.09
3353,2015-10-12,2015-10-14,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 205,51.84,8,0,24.88
3354,2015-10-12,2015-10-14,First Class,Home Office,New York City,New York,East,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases Custom Colors,626.35,3,0.2,46.98
3355,2015-10-12,2015-10-14,First Class,Home Office,New York City,New York,East,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.57
3356,2015-10-12,2015-10-17,Second Class,Consumer,Rochester,New York,East,Furniture,Tables,SAFCO PlanMaster Heigh-Adjustable Drafting Table Base 43w x 30d x 30-37h Black,209.67,1,0.4,-13.98
3357,2015-10-12,2015-10-17,Second Class,Consumer,Noblesville,Indiana,Central,Technology,Phones,AT&T 17929 Lendline Telephone,135.72,3,0,35.29
3358,2015-10-12,2015-10-17,Second Class,Consumer,Noblesville,Indiana,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,12.56,2,0,5.65
3359,2015-10-12,2015-10-17,Second Class,Consumer,Noblesville,Indiana,Central,Technology,Phones,Samsung Rugby III,263.96,4,0,71.27
3360,2015-10-12,2015-10-17,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.4
3361,2015-10-12,2015-10-17,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,Contico 72H Heavy-Duty Storage System,81.96,2,0,0
3362,2015-10-13,2015-10-17,Standard Class,Consumer,Louisville,Kentucky,South,Technology,Phones,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0,23.44
3363,2015-10-13,2015-10-17,Standard Class,Consumer,Louisville,Kentucky,South,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,3,0,77.74
3364,2015-10-15,2015-10-20,Standard Class,Home Office,Orland Park,Illinois,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.99
3365,2015-10-15,2015-10-15,Same Day,Consumer,Amarillo,Texas,Central,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,0.2,42.88
3366,2015-10-15,2015-10-15,Same Day,Consumer,Amarillo,Texas,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49
3367,2015-10-15,2015-10-15,Same Day,Consumer,Mount Pleasant,Michigan,Central,Furniture,Furnishings,DAX Cubicle Frames 8-1/2 x 11,17.14,2,0,6.17
3368,2015-10-15,2015-10-15,Same Day,Consumer,Dallas,Texas,Central,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back 8-1/2x11 25/Bx,131.38,6,0.6,-95.25
3369,2015-10-15,2015-10-15,Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1986,5.34,1,0.2,1.87
3370,2015-10-15,2015-10-22,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,Staple envelope,4.46,1,0.2,1.67
3371,2015-10-15,2015-10-22,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3.96,10,0.8,-6.93
3372,2015-10-16,2015-10-20,Second Class,Corporate,New York City,New York,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,824.97,3,0,214.49
3373,2015-10-17,2015-10-17,Same Day,Consumer,Los Angeles,California,West,Office Supplies,Storage,Eldon Base for stackable storage shelf platinum,77.88,2,0,3.89
3374,2015-10-18,2015-10-22,Standard Class,Home Office,Mcallen,Texas,Central,Technology,Accessories,Verbatim Slim CD and DVD Storage Cases 50/Pack,27.7,3,0.2,3.46
3375,2015-10-18,2015-10-22,Standard Class,Home Office,Mcallen,Texas,Central,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.16,6,0.8,-186.57
3376,2015-10-18,2015-10-22,Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,Motorola L703CM,249.58,2,0.2,15.6
3377,2015-10-18,2015-10-22,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1903,17.94,3,0,8.79
3378,2015-10-18,2015-10-22,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3,0,3.24
3379,2015-10-19,2015-10-20,First Class,Consumer,Concord,New Hampshire,East,Office Supplies,Paper,Southworth 100 Cotton The Best Paper,34.44,3,0,17.22
3380,2015-10-19,2015-10-24,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28,6,0,17.61
3381,2015-10-19,2015-10-24,Standard Class,Corporate,Detroit,Michigan,Central,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,149.95,5,0,44.99
3382,2015-10-19,2015-10-24,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,Sanyo Counter Height Refrigerator with Crisper 3.6 Cubic Foot Stainless Steel/Black,1640.7,5,0,459.4
3383,2015-10-19,2015-10-24,Standard Class,Home Office,Los Angeles,California,West,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270,3,0,97.2
3384,2015-10-19,2015-10-24,Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,1.72,1,0.8,-2.84
3385,2015-10-20,2015-10-24,Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,239.97,3,0,86.39
3386,2015-10-20,2015-10-24,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,16.02,6,0,6.09
